"unitid","institution name","year","HD2018.State abbreviation","DRVF2018.Endowment assets (year end) per FTE enrollment (GASB)","DRVF2018.Endowment assets (year end) per FTE enrollment (FASB)","HD2018.Institution size category","HD2018.State abbreviation","HD2018.FIPS state code","HD2018.Bureau of Economic Analysis (BEA) regions","HD2018.Sector of institution","HD2018.Level of institution","HD2018.Control of institution","HD2018.Degree-granting status","HD2018.Historically Black College or University","HD2018.Tribal college","HD2018.Land Grant Institution","HD2018.Degree of urbanization (Urban-centric locale)","HD2018.Data Feedback Report comparison group created by NCES","HD2018.Data Feedback Report - Institution submitted a custom comparison group","HD2018.Postsecondary and Title IV institution indicator","HD2018.Institutional category","HD2018.Carnegie Classification 2018: Basic","HD2018.Carnegie Classification 2018: Undergraduate Instructional Program","HD2018.Carnegie Classification 2018: Graduate Instructional Program","HD2018.Carnegie Classification 2018: Undergraduate Profile","HD2018.Carnegie Classification 2018: Enrollment Profile","HD2018.Carnegie Classification 2018: Size and Setting","HD2018.Carnegie Classification 2015: Basic","HD2018.Carnegie Classification 2005/2010: Basic","HD2018.Carnegie Classification 2000","HD2018.Institution size category","DRVEF2018.Total  enrollment","DRVEF2018.Undergraduate enrollment","DRVEF2018.Graduate enrollment"
"168263","Westfield State University","2018","Massachusetts","1620",,"5,000 - 9,999","Massachusetts","Massachusetts","New England CT ME MA NH RI VT","Public, 4-year or above","Four or more years","Public","Degree-granting","No","No","Not a Land Grant Institution","Suburb: Large","Masters Colleges and Universities (medium programs), public/1 of 2","Yes, institution submitted a custom comparison group","Title IV postsecondary institution","Degree-granting, primarily baccalaureate or above","Master's Colleges & Universities: Medium Programs","Balanced arts & sciences/professions, some graduate coexistence","Postbaccalaureate: Comprehensive programs","Four-year, full-time, selective, higher transfer-in","Very high undergraduate","Four-year, medium, highly residential","Master's Colleges & Universities: Medium Programs","Master's Colleges and Universities (medium programs)","Masters Colleges and Universities I","5,000 - 9,999","6100","5382","718"
"168281","Wheaton College","2018","Massachusetts",,"115592","1,000 - 4,999","Massachusetts","Massachusetts","New England CT ME MA NH RI VT","Private not-for-profit, 4-year or above","Four or more years","Private not-for-profit","Degree-granting","No","No","Not a Land Grant Institution","Suburb: Large","Baccalaureate Colleges--Arts & Sciences, private not-for-profit/3 of 7","Yes, institution submitted a custom comparison group","Title IV postsecondary institution","Degree-granting, primarily baccalaureate or above","Baccalaureate Colleges: Arts & Sciences Focus","Arts & sciences focus, no graduate coexistence","Not classified (Exclusively Undergraduate)","Four-year, full-time, more selective, lower transfer-in","Exclusively undergraduate four-year","Four-year, small, highly residential","Baccalaureate Colleges: Arts & Sciences Focus","Baccalaureate Colleges--Arts & Sciences","Baccalaureate Colleges--Liberal Arts","1,000 - 4,999","1760","1760","0"
"168290","Wheelock College","2018","Massachusetts",,"0","Under 1,000","Massachusetts","Massachusetts","New England CT ME MA NH RI VT","Private not-for-profit, 4-year or above","Four or more years","Private not-for-profit","Degree-granting","No","No","Not a Land Grant Institution","City: Large","Non-Title IV, private not-for-profit, degree-granting","No, institution did not submit a custom comparison group","Non-Title IV postsecondary institution","Degree-granting, primarily baccalaureate or above","Master's Colleges & Universities: Medium Programs","Professions plus arts & sciences, some graduate coexistence","Postbaccalaureate: Education-dominant, with other professional programs","Four-year, full-time, inclusive, lower transfer-in","High undergraduate","Four-year, very small, highly residential","Master's Colleges & Universities: Medium Programs","Master's Colleges and Universities (medium programs)","Masters Colleges and Universities I","Under 1,000",,,
"168342","Williams College","2018","Massachusetts",,"1239390","1,000 - 4,999","Massachusetts","Massachusetts","New England CT ME MA NH RI VT","Private not-for-profit, 4-year or above","Four or more years","Private not-for-profit","Degree-granting","No","No","Not a Land Grant Institution","Town: Fringe","Baccalaureate Colleges--Arts & Sciences, private not-for-profit/2 of 7","Yes, institution submitted a custom comparison group","Title IV postsecondary institution","Degree-granting, primarily baccalaureate or above","Baccalaureate Colleges: Arts & Sciences Focus","Arts & sciences focus, some graduate coexistence","Postbaccalaureate: Arts & sciences-dominant","Four-year, full-time, more selective, lower transfer-in","Very high undergraduate","Four-year, small, highly residential","Baccalaureate Colleges: Arts & Sciences Focus","Baccalaureate Colleges--Arts & Sciences","Baccalaureate Colleges--Liberal Arts","1,000 - 4,999","2149","2095","54"
"168421","Worcester Polytechnic Institute","2018","Massachusetts",,"84810","5,000 - 9,999","Massachusetts","Massachusetts","New England CT ME MA NH RI VT","Private not-for-profit, 4-year or above","Four or more years","Private not-for-profit","Degree-granting","No","No","Not a Land Grant Institution","City: Midsize","Doctoral Universities: Higher Research Activity, private not-for-profit","Yes, institution submitted a custom comparison group","Title IV postsecondary institution","Degree-granting, primarily baccalaureate or above","Doctoral Universities: High Research Activity","Professions plus arts & sciences, high graduate coexistence","Research Doctoral: STEM-dominant","Four-year, full-time, more selective, lower transfer-in","High undergraduate","Four-year, medium, primarily residential","Doctoral Universities: Higher Research Activity","Doctoral/Research Universities","Doctoral/Research Universities--Intensive","5,000 - 9,999","6874","4668","2206"
"168430","Worcester State University","2018","Massachusetts","3165",,"5,000 - 9,999","Massachusetts","Massachusetts","New England CT ME MA NH RI VT","Public, 4-year or above","Four or more years","Public","Degree-granting","No","No","Not a Land Grant Institution","City: Midsize","Masters Colleges and Universities (larger programs), public/4 of 5","Yes, institution submitted a custom comparison group","Title IV postsecondary institution","Degree-granting, primarily baccalaureate or above","Master's Colleges & Universities: Larger Programs","Balanced arts & sciences/professions, some graduate coexistence","Postbaccalaureate: Other-dominant, with Arts & Sciences","Four-year, full-time, selective, higher transfer-in","Very high undergraduate","Four-year, medium, primarily residential","Master's Colleges & Universities: Larger Programs","Master's Colleges and Universities (medium programs)","Masters Colleges and Universities I","5,000 - 9,999","6217","5380","837"
"217606","Northpoint Bible College","2018","Massachusetts",,"1569","Under 1,000","Massachusetts","Massachusetts","New England CT ME MA NH RI VT","Private not-for-profit, 4-year or above","Four or more years","Private not-for-profit","Degree-granting","No","No","Not a Land Grant Institution","Suburb: Large","Theological seminaries/Bible colleges/faith-related institutions, highest level-postbaccalaureate, undergraduate degrees/certificates offered/1 of 2","No, institution did not submit a custom comparison group","Title IV postsecondary institution","Degree-granting, primarily baccalaureate or above","Special Focus Four-Year: Faith-Related Institutions","Professions focus, high graduate coexistence","Postbaccalaureate: Single program-Other","Four-year, full-time, inclusive, higher transfer-in","Very high undergraduate","Four-year, very small, highly residential","Special Focus Four-Year: Faith-Related Institutions","Theological seminaries, Bible colleges, and other faith-related institutions","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)","Under 1,000","343","295","48"
"243799","Blue Hills Regional Technical School","2018","Massachusetts",,,"Under 1,000","Massachusetts","Massachusetts","New England CT ME MA NH RI VT","Public, less-than 2-year","Less than 2 years (below associate)","Public","Nondegree-granting, primarily postsecondary","No","No","Not a Land Grant Institution","Suburb: Large","Nondegree-granting public,  largest program - health/6 of 7","No, institution did not submit a custom comparison group","Title IV postsecondary institution","Nondegree-granting, sub-baccalaureate","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)","Under 1,000","55","55","0"
"362782","Elizabeth Grady School of Esthetics and Massage Therapy","2018","Massachusetts",,,"Under 1,000","Massachusetts","Massachusetts","New England CT ME MA NH RI VT","Private for-profit, less-than 2-year","Less than 2 years (below associate)","Private for-profit","Nondegree-granting, primarily postsecondary","No","No","Not a Land Grant Institution","Suburb: Large","Nondegree-granting private for-profit,  largest program - cosmetology/2 of 37","No, institution did not submit a custom comparison group","Title IV postsecondary institution","Nondegree-granting, sub-baccalaureate","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)","Under 1,000","221","221","0"
"369002","Massachusetts School of Law","2018","Massachusetts",,,"Under 1,000","Massachusetts","Massachusetts","New England CT ME MA NH RI VT","Private not-for-profit, 4-year or above","Four or more years","Private not-for-profit","Degree-granting","No","No","Not a Land Grant Institution","Suburb: Large","Schools of law","No, institution did not submit a custom comparison group","Title IV postsecondary institution","Degree-granting, graduate with no undergraduate degrees","Special Focus Four-Year: Law Schools","Not Classified (Exclusively Graduate Programs)","Postbaccalaureate: Single program-Other","Not classified (Exclusively Graduate)","Exclusively graduate","Exclusively graduate/professional","Special Focus Four-Year: Law Schools","Schools of law","Schools of law","Under 1,000","306","0","306"
"373678","New England Hair Academy","2018","Massachusetts",,,"Under 1,000","Massachusetts","Massachusetts","New England CT ME MA NH RI VT","Private for-profit, less-than 2-year","Less than 2 years (below associate)","Private for-profit","Nondegree-granting, primarily postsecondary","No","No","Not a Land Grant Institution","Suburb: Large","Nondegree-granting private for-profit,  largest program - cosmetology/9 of 37","No, institution did not submit a custom comparison group","Title IV postsecondary institution","Nondegree-granting, sub-baccalaureate","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)","Under 1,000","149","149","0"
